21903	8	20
34062	5	20
26040	6	20
28686	10	20
30723	7	20
138705	6	20
23310	7	20
17997	6	20
21924	8	20
59031	3	20
33936	6	20
28182	9	20
96474	5	20
24255	8	20
43155	7	20
31059	7	20
33726	8	20
49749	10	20
24402	7	20
65835	7	20
34104	7	20
20475	9	20
26859	8	20
42189	4	20
41937	6	20
31269	8	20
28203	7	20
17556	9	20
60165	7	20
38283	5	20
25137	7	20
23247	6	20
23499	5	20
26292	7	20
41811	6	20
57456	8	20
73374	6	20
35091	8	20
32613	9	20
33915	5	20
63357	7	20
31899	9	20
29253	7	20
32424	7	20
44646	7	20
23520	10	20
55188	3	20
29442	8	20
45381	6	20
46011	6	20
25662	7	20
28875	6	20
39459	9	20
24948	8	20
38724	8	20
26061	7	20
26544	11	20
31479	6	20
36519	11	20
32004	8	20
25935	6	20
22953	5	20
24843	11	20
