44667	17	50
43239	15	50
34965	12	50
38787	12	50
34545	17	50
34839	15	50
42903	15	50
55860	11	50
36015	19	50
37842	15	50
32340	17	50
37884	17	50
52269	13	50
49581	16	50
40488	16	50
32088	18	50
30513	14	50
33873	16	50
45255	11	50
33831	16	50
32067	14	50
30702	14	50
33348	14	50
77847	16	50
41349	17	50
36834	18	50
39543	13	50
31164	17	50
35364	17	50
30765	15	50
37947	15	50
37044	15	50
40467	19	50
40530	16	50
53991	21	50
47544	15	50
72618	15	50
41958	16	50
54810	15	50
39543	15	50
35196	17	50
59787	15	50
37674	17	50
38220	17	50
41685	12	50
43386	15	50
44877	16	50
44688	19	50
45801	16	50
34713	17	50
53172	16	50
74403	17	50
40950	14	50
41265	16	50
44667	19	50
55125	15	50
33558	19	50
46893	12	50
45192	17	50
33663	16	50
44016	15	50
36897	15	50
44646	17	50
