0 0.000000 0.000061 0.000061
1 0.000000 0.000065 0.000065
2 0.000000 1.876969 1.857460
3 0.000000 5.428599 5.375975
4 0.000000 10.469841 10.371839
5 0.000000 16.828396 16.674000
6 0.000000 24.344145 24.123507
7 0.000000 32.868542 32.572899
8 0.000000 42.264015 41.885620
9 0.000000 52.403397 51.935432
10 0.000000 63.169357 62.605881
11 0.000000 74.453880 73.789742
12 0.000000 86.157738 85.388519
13 0.000000 98.189972 97.311928
14 0.000000 110.467430 109.477455
15 0.000000 122.914299 121.809853
16 0.000000 135.461655 134.240707
17 0.000000 148.047012 146.708038
18 0.000000 160.614014 159.155869
19 0.000000 173.111893 171.533844
20 0.000000 185.495193 183.796875
21 0.000000 197.723389 195.904724
22 0.000000 209.760574 207.821793
23 0.000000 221.575119 219.516663
24 0.000000 233.139328 230.961899
25 0.000000 244.429199 242.133667
26 0.000000 255.424118 253.011551
27 0.000000 266.106689 263.578247
28 0.000000 276.464874 273.822205
29 0.000000 286.489166 283.734283
30 0.000000 296.172119 293.307526
31 0.000000 305.508392 302.536835
32 0.000000 314.494476 311.418915
33 0.000000 323.128418 319.952118
34 0.000000 331.409821 328.136322
35 0.000000 339.339691 335.972626
36 0.000000 346.920197 343.463348
37 0.000000 354.154541 350.611847
38 0.000000 361.046967 357.422424
39 0.000000 367.602570 363.900177
40 0.000000 373.827209 370.051086
41 0.000000 379.727295 375.881592
42 0.000000 385.309906 381.398804
43 0.000000 390.582550 386.610229
44 0.000000 395.550507 391.520691
45 0.000000 400.219513 396.135620
46 0.000000 404.595917 400.461090
47 0.000000 408.686493 404.503540
48 0.000000 412.498413 408.269836
49 0.000000 416.039124 411.767151
50 0.000000 419.316406 415.003021
51 0.000000 422.338226 417.985077
52 0.000000 425.112610 420.721222
53 0.000000 427.647827 423.219421
54 0.000000 429.952087 425.487701
55 0.000000 432.033722 427.534210
56 0.000000 433.901001 429.367004
57 0.000000 435.562164 430.994202
58 0.000000 437.025360 432.423828
59 0.000000 438.298706 433.663788
60 0.000000 439.390167 434.721924
61 0.000000 440.310425 435.609283
62 0.000000 441.069763 436.336273
63 0.000000 441.678009 436.913055
64 0.000000 442.144623 437.349152
65 0.000000 442.478577 437.653748
66 0.000000 442.688477 437.835602
67 0.000000 442.782532 437.902985
68 0.000000 442.768555 437.863892
