57309	5	50
56469	7	50
42105	4	50
59955	5	50
49980	8	50
73563	7	50
39963	8	50
40572	8	50
42693	9	50
38325	4	50
50589	9	50
91434	6	50
40299	6	50
38178	5	50
130368	5	50
53172	8	50
83097	6	50
32214	6	50
67263	5	50
83832	6	50
54495	9	50
40005	7	50
32760	8	50
55146	4	50
28350	7	50
49854	7	50
28287	7	50
40803	8	50
65121	8	50
31206	5	50
58464	5	50
37128	9	50
36015	5	50
106008	11	50
55083	7	50
41895	5	50
30366	5	50
53424	5	50
32403	9	50
34818	8	50
30471	6	50
36876	8	50
41391	4	50
31815	8	50
54852	8	50
32970	4	50
45087	5	50
65646	10	50
33411	6	50
91371	5	50
32886	7	50
75684	6	50
31437	7	50
33579	5	50
43449	8	50
72807	9	50
87003	6	50
28875	10	50
65289	7	50
38871	5	50
43029	6	50
33180	7	50
46914	7	50
