15813	16	20
22386	14	20
39648	15	20
40488	15	20
21924	16	20
16863	16	20
76419	15	20
18039	14	20
42357	14	20
47019	16	20
20559	16	20
21000	19	20
26145	15	20
54285	15	20
16380	14	20
19824	17	20
33243	17	20
15246	18	20
32781	13	20
21105	17	20
14616	14	20
29421	14	20
13503	16	20
12810	16	20
12726	15	20
26040	17	20
31122	14	20
18963	12	20
85281	15	20
22974	15	20
16254	15	20
42063	13	20
23373	8	20
75033	15	20
43218	17	20
25368	14	20
18102	15	20
36582	17	20
46809	13	20
17514	15	20
23919	16	20
41076	9	20
34524	15	20
21945	14	20
20097	12	20
112224	12	20
20286	16	20
57456	14	20
68943	13	20
17787	16	20
114702	12	20
57225	14	20
24759	15	20
24696	15	20
19425	15	20
36477	12	20
19656	14	20
24969	13	20
62391	10	20
61929	12	20
37023	14	20
76503	14	20
35553	18	20
