14280	17	20
20244	17	20
24024	20	20
20496	14	20
24990	18	20
15960	18	20
15246	19	20
44226	18	20
18312	17	20
12936	18	20
20958	18	20
30051	19	20
19110	19	20
14343	18	20
15330	18	20
22974	18	20
23373	18	20
16947	18	20
13146	17	20
13482	17	20
15267	19	20
21840	19	20
22785	18	20
13545	17	20
15225	18	20
23352	16	20
27153	18	20
16149	17	20
24255	17	20
26544	19	20
39501	17	20
45654	18	20
13524	17	20
19026	19	20
21063	16	20
26040	18	20
19257	17	20
42000	19	20
16002	18	20
19488	17	20
31059	18	20
36246	17	20
