0 0.000000 0.000061 0.000061
1 0.000000 0.000065 0.000065
2 0.000000 1.893373 1.858759
3 0.000000 5.477005 5.379166
4 0.000000 10.565065 10.378234
5 0.000000 16.984501 16.685570
6 0.000000 24.574478 24.142817
7 0.000000 33.185768 32.603054
8 0.000000 42.680157 41.930210
9 0.000000 52.929859 51.998497
10 0.000000 63.816982 62.691849
11 0.000000 75.232948 73.903412
12 0.000000 87.078003 85.534981
13 0.000000 99.260727 97.496574
14 0.000000 111.697487 109.705910
15 0.000000 124.312035 122.087959
16 0.000000 137.035065 134.574509
17 0.000000 149.803711 147.103729
18 0.000000 162.561249 159.619812
19 0.000000 175.256592 172.072510
20 0.000000 187.843964 184.416824
21 0.000000 200.282578 196.612625
22 0.000000 212.536301 208.624359
23 0.000000 224.573212 220.420670
24 0.000000 236.365448 231.974152
25 0.000000 247.888779 243.261017
26 0.000000 259.122437 254.260864
27 0.000000 270.048798 264.956421
28 0.000000 280.653168 275.333191
29 0.000000 290.923523 285.379425
30 0.000000 300.850250 295.085724
31 0.000000 310.426025 304.444916
32 0.000000 319.645569 313.451813
33 0.000000 328.505493 322.103119
34 0.000000 337.004059 330.397186
35 0.000000 345.141144 338.333862
36 0.000000 352.917877 345.914398
37 0.000000 360.336731 353.141235
38 0.000000 367.401245 360.017883
39 0.000000 374.115936 366.548859
40 0.000000 380.486237 372.739532
41 0.000000 386.518250 378.595978
42 0.000000 392.218872 384.124969
43 0.000000 397.595459 389.333893
44 0.000000 402.655945 394.230499
45 0.000000 407.408630 398.822998
46 0.000000 411.862183 403.119904
47 0.000000 416.025513 407.130066
48 0.000000 419.907776 410.862518
49 0.000000 423.518311 414.326416
50 0.000000 426.866516 417.531006
51 0.000000 429.961823 420.485718
52 0.000000 432.813721 423.199890
53 0.000000 435.431732 425.682861
54 0.000000 437.825195 427.943909
55 0.000000 440.003540 429.992279
56 0.000000 441.975983 431.837097
57 0.000000 443.751617 433.487396
58 0.000000 445.339447 434.951935
59 0.000000 446.748230 436.239441
60 0.000000 447.988312 437.360474
61 0.000000 449.069489 438.325073
62 0.000000 450.001312 439.142914
63 0.000000 450.792877 439.823242
64 0.000000 451.452911 440.374878
65 0.000000 451.992035 440.808594
66 0.000000 452.420166 441.134460
67 0.000000 452.746796 441.361938
68 0.000000 452.980774 441.500000
