12201	9	10
16758	7	10
50001	0	1
43281	8	10
14091	7	10
47439	8	10
23520	7	10
22869	8	10
17514	8	10
26838	9	10
17703	5	10
24108	9	10
50001	1	2
27678	13	18
30765	9	10
8589	6	10
50001	0	1
32928	8	10
47733	7	12
31269	6	10
48027	14	16
15246	6	10
13335	8	12
14259	8	10
46641	6	10
7623	7	10
7371	8	10
32697	9	10
7980	8	10
30408	7	10
22680	8	10
35112	6	10
14742	8	10
43533	7	10
19614	7	10
37779	14	16
31752	6	11
29127	7	10
20370	6	10
16527	8	10
22596	8	10
16485	7	10
50001	7	8
36897	8	10
21945	7	11
9702	8	10
42189	7	10
15708	8	10
50001	0	7
45822	8	10
50001	0	3
28665	9	10
12201	8	10
45801	9	10
22554	10	10
34503	9	10
26607	6	11
19782	7	10
12264	8	10
42399	8	10
31395	10	10
50001	2	5
34608	12	17
