31857	12	20
20286	9	20
30093	13	20
20937	12	20
32781	12	20
26817	11	20
21588	8	20
24864	9	20
43554	11	20
30135	10	20
31563	10	20
24654	11	20
36645	12	20
33159	11	20
39984	9	20
54495	11	20
32949	11	20
45633	8	20
34230	10	20
30849	8	20
21693	12	20
36120	12	20
22701	10	20
32613	15	20
28539	12	20
22659	12	20
46410	9	20
39081	10	20
19278	12	20
28434	8	20
46074	9	20
23604	8	20
24696	11	20
22323	10	20
37611	10	20
40257	14	20
26145	11	20
28959	11	20
24297	13	20
39165	10	20
21966	9	20
30828	10	20
36078	12	20
38997	12	20
30597	9	20
29841	10	20
34251	9	20
