31857	12	20
20286	9	20
30093	13	20
29190	10	20
27321	10	20
35301	7	20
30555	11	20
21798	10	20
20370	8	20
28161	12	20
28119	10	20
60102	10	20
21672	7	20
26691	10	20
47502	12	20
36414	9	20
40866	9	20
25179	10	20
21441	10	20
25515	12	20
61068	11	20
31815	10	20
34335	11	20
24507	14	20
35889	13	20
24864	10	20
40698	12	20
38997	12	20
21756	9	20
28791	12	20
33936	13	20
46557	9	20
33810	10	20
40362	10	20
30408	10	20
31899	9	20
24969	10	20
38094	9	20
33705	12	20
32340	11	20
35007	11	20
36960	13	20
32319	11	20
33810	10	20
26355	10	20
22680	11	20
27426	12	20
34293	11	20
25263	8	20
28350	9	20
33936	10	20
36624	7	20
19341	10	20
38178	10	20
25473	8	20
21735	11	20
21315	9	20
29169	11	20
38535	10	20
35532	11	20
26124	11	20
43764	10	20
40467	10	20
