0 0.000000 12.887311 13.103895 0.000000 0.000000 0.000000 0.000000 0.000000
0 0.000000 12.857520 13.087274 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 12.825750 13.057157 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 12.793980 13.027051 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 12.762209 12.996965 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 12.730443 12.966898 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 12.698682 12.936850 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 12.666926 12.906824 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 12.635179 12.876822 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 12.603437 12.846843 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 12.571708 12.816893 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 12.539990 12.786967 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 12.508285 12.757073 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 12.476593 12.727208 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 12.444920 12.697377 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 12.413262 12.667580 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 12.381625 12.637819 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 12.350007 12.608095 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 12.318414 12.578411 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 12.286845 12.548769 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 12.255301 12.519170 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 12.223787 12.489615 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 12.192304 12.460108 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 12.160851 12.430650 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 12.129433 12.401243 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 12.098051 12.371891 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 12.066709 12.342592 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 12.035406 12.313353 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 12.004147 12.284173 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 11.972933 12.255055 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 11.941766 12.226002 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 11.910649 12.197015 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 11.879585 12.168098 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 11.848576 12.139254 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 11.817624 12.110481 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 11.786733 12.081788 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 11.755903 12.053175 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 11.725142 12.024643 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 11.694448 11.996197 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 11.663823 11.967837 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 11.633275 11.939569 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 11.602804 11.911395 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 11.572414 11.883317 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 11.542108 11.855340 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 11.511889 11.827463 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 11.481760 11.799695 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 11.451726 11.772034 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 11.421788 11.744485 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 11.391953 11.717053 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 11.362220 11.689740 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 11.332597 11.662548 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 11.317027 11.647048 0.000000 0.000000 0.000000 0.000000 0.000000
0 -0.000000 11.301414 11.631508 0.000000 0.000000 0.000000 0.000000 0.000000
